theme,Z,p_two_sided
T1_integration,1.7204920100561019,0.08534304480264976
T2_multimodal,1.5288512620428365,0.12630132091518664
T3_privacy,2.573808479415961,0.010058593521572678
T4_integrity,0.24224639674716,0.8085892460243898
T5_disclosure,2.9853308969719867,0.0028327171290412068
T6_equity,1.188335599765548,0.23470121754429263
T7_vendor_governance,4.0701400585110825,4.698488220711283e-05
T8_pedagogical_redesign,1.3020779167773735,0.1928897513741965
